41997 55775 | 28021 27792 28181 28181
41958 55775 | 27825 28015 28076 28076
41802 55775 | 27999 27593 28012 28012
41910 55775 | 28002 27896 27922 27922
41801 55775 | 27950 27697 27955 27955
36666 48998 | 24302 24539 24491 24491
36864 48998 | 24518 24517 24693 24693
36805 48998 | 24453 24477 24680 24680
36824 48998 | 24471 24594 24583 24583
36712 48998 | 24491 24470 24463 24463
36943 48998 | 24559 24698 24629 24629
13208 17876 | 8749 8804 8863 8863
13415 17876 | 8958 8973 8899 8899
13394 17876 | 8925 8874 8989 8989
13470 17876 | 8924 8981 9035 9035
13492 17876 | 8969 8986 9029 9029
13370 17876 | 8888 8987 8865 8865
