18780 25092 | 12503 12507 12550 12550
18757 25092 | 12537 12444 12533 12533
18876 25092 | 12594 12609 12549 12549
18889 25092 | 12621 12554 12603 12603
18741 25092 | 12392 12422 12668 12668
18702 25018 | 12527 12453 12424 12424
18701 25018 | 12440 12544 12418 12418
18773 25018 | 12583 12482 12481 12481
18835 25018 | 12608 12534 12528 12528
18807 25018 | 12481 12517 12616 12616
63309 84361 | 42199 42039 42380 42380
63149 84361 | 42142 41982 42174 42174
63338 84361 | 42225 42120 42331 42331
63424 84361 | 42205 42464 42179 42179
63164 84361 | 42165 42073 42090 42090
