3464 200000 | 3361 263 3304 3304
3499 200000 | 3375 300 3323 3323
3620 200000 | 3501 282 3457 3457
3431 200000 | 3341 256 3265 3265
3549 200000 | 3448 233 3417 3417
3544 200000 | 3418 266 3404 3404
3498 200000 | 3378 277 3341 3341
3479 200000 | 3358 253 3347 3347
3434 200000 | 3339 240 3289 3289
3575 200000 | 3465 270 3415 3415
3470 200000 | 3363 263 3314 3314
3459 200000 | 3339 248 3331 3331
3527 200000 | 3433 237 3384 3384
732 44510 | 702 60 702 702
831 44510 | 803 71 788 788
779 44510 | 753 57 748 748
785 44510 | 763 70 737 737
812 44510 | 779 70 775 775
765 44510 | 746 50 734 734
