22402 29903 | 14925 14922 14957 14957
22523 29903 | 15075 14967 15004 15004
22445 29903 | 14956 14960 14974 14974
22387 29903 | 14861 15013 14900 14900
22397 29903 | 14970 14987 14837 14837
3485 4646 | 2306 2316 2348 2348
3473 4646 | 2316 2305 2325 2325
3500 4646 | 2261 2361 2378 2378
3475 4646 | 2290 2350 2310 2310
3430 4646 | 2302 2204 2354 2354
12077 16104 | 8065 8096 7993 7993
12091 16104 | 8012 8124 8046 8046
12031 16104 | 8010 8013 8039 8039
12124 16104 | 8038 8092 8118 8118
12089 16104 | 8001 7993 8184 8184
12045 16104 | 8136 8010 7944 7944
