35641 47813 | 23773 23839 23670 23670
35801 47813 | 23811 23986 23805 23805
36110 47813 | 23944 24069 24207 24207
35890 47813 | 23928 23862 23990 23990
36030 47813 | 23998 24139 23923 23923
35882 47813 | 23983 23907 23874 23874
33522 44566 | 22381 22176 22487 22487
33491 44566 | 22286 22229 22467 22467
33455 44566 | 22273 22370 22267 22267
33358 44566 | 22428 22154 22134 22134
33418 44566 | 22345 22202 22289 22289
33427 44566 | 22293 22149 22412 22412
15596 20734 | 10300 10492 10400 10400
16806 22393 | 11190 11255 11167 11167
18495 24698 | 12300 12344 12346 12346
6281 8374 | 4197 4155 4210 4210
6388 8481 | 4180 4318 4278 4278
6596 8820 | 4452 4378 4362 4362
15557 20734 | 10395 10327 10392 10392
7365 9874 | 4983 4830 4917 4917
6937 9188 | 4634 4624 4616 4616
16773 22393 | 11344 11157 11045 11045
6369 8374 | 4261 4209 4268 4268
6309 8481 | 4172 4255 4191 4191
6675 8820 | 4527 4418 4405 4405
18579 24698 | 12378 12425 12355 12355
