1722 200000 | 1177 1139 1128 1128
1695 200000 | 1189 1102 1099 1099
1754 200000 | 1167 1191 1150 1150
1716 200000 | 1159 1122 1151 1151
1782 200000 | 1158 1211 1195 1195
1701 200000 | 1154 1127 1121 1121
1803 200000 | 1197 1224 1185 1185
1718 200000 | 1154 1147 1135 1135
1746 200000 | 1185 1130 1177 1177
1800 200000 | 1211 1230 1159 1159
1774 200000 | 1159 1198 1191 1191
1728 200000 | 1145 1148 1163 1163
1802 200000 | 1193 1237 1174 1174
1828 200000 | 1203 1221 1232 1232
1755 200000 | 1186 1171 1153 1153
1791 200000 | 1204 1193 1185 1185
1835 200000 | 1211 1260 1199 1199
1722 200000 | 1140 1161 1143 1143
1798 200000 | 1186 1233 1177 1177
1830 200000 | 1236 1218 1206 1206
1733 200000 | 1152 1161 1153 1153
1703 200000 | 1176 1098 1132 1132
1677 200000 | 1137 1114 1103 1103
1762 200000 | 1179 1180 1165 1165
1707 200000 | 1132 1160 1122 1122
1772 200000 | 1193 1167 1184 1184
1816 200000 | 1200 1239 1193 1193
1777 200000 | 1181 1183 1190 1190
1781 200000 | 1201 1177 1184 1184
