1819 200000 | 946 1221 1471 1471
1907 200000 | 1012 1268 1534 1534
1922 200000 | 1024 1276 1544 1544
1928 200000 | 1036 1280 1540 1540
1849 200000 | 957 1238 1503 1503
1828 200000 | 922 1251 1483 1483
1896 200000 | 998 1235 1559 1559
1915 200000 | 1015 1269 1546 1546
1933 200000 | 1011 1302 1553 1553
1921 200000 | 1015 1270 1557 1557
1893 200000 | 1003 1250 1533 1533
1866 200000 | 947 1261 1524 1524
1880 200000 | 963 1290 1507 1507
1815 200000 | 921 1226 1483 1483
1907 200000 | 995 1280 1539 1539
1870 200000 | 956 1237 1547 1547
1903 200000 | 985 1264 1557 1557
1875 200000 | 990 1208 1552 1552
1902 200000 | 996 1259 1549 1549
1890 200000 | 958 1276 1546 1546
1864 200000 | 966 1237 1525 1525
1943 200000 | 979 1316 1591 1591
1913 200000 | 1004 1275 1547 1547
1849 200000 | 1009 1202 1487 1487
1827 200000 | 906 1264 1484 1484
1886 200000 | 946 1313 1513 1513
1902 200000 | 973 1267 1564 1564
