600 791 | 393 403 404 404
586 791 | 398 387 387 387
592 791 | 400 388 396 396
598 791 | 412 405 379 379
588 791 | 384 410 382 382
600 791 | 394 400 406 406
682 923 | 482 432 450 450
687 923 | 467 472 435 435
681 923 | 442 455 465 465
681 923 | 442 458 462 462
693 923 | 474 453 459 459
1353 1821 | 877 912 917 917
1455 1913 | 930 988 992 992
1350 1824 | 898 880 922 922
1440 1905 | 1008 892 980 980
1405 1898 | 931 918 961 961
1391 1863 | 917 927 938 938
1405 1849 | 920 965 925 925
1370 1821 | 923 921 896 896
1273 1669 | 820 844 882 882
1344 1824 | 902 877 909 909
1448 1913 | 1005 968 923 923
1450 1905 | 936 993 971 971
1419 1898 | 911 973 954 954
1384 1849 | 927 909 932 932
1380 1863 | 936 903 921 921
1277 1669 | 832 849 873 873
1366 1821 | 897 916 919 919
1407 1824 | 938 932 944 944
1436 1913 | 936 972 964 964
1415 1898 | 964 971 895 895
1433 1905 | 955 955 956 956
1240 1669 | 847 788 845 845
1363 1849 | 919 905 902 902
1400 1863 | 899 945 956 956
1355 1821 | 919 916 875 875
1398 1824 | 928 916 952 952
1444 1913 | 996 949 943 943
1453 1898 | 978 933 995 995
1386 1849 | 918 932 922 922
1389 1863 | 921 929 928 928
1227 1669 | 837 817 800 800
1427 1905 | 970 945 939 939
1363 1821 | 880 916 930 930
1363 1824 | 921 917 888 888
1403 1898 | 915 963 928 928
1435 1913 | 937 957 976 976
1382 1849 | 913 905 946 946
1238 1669 | 808 844 824 824
1368 1863 | 937 891 908 908
1397 1905 | 940 924 930 930
1369 1824 | 921 923 894 894
1415 1898 | 926 923 981 981
1266 1669 | 850 825 857 857
1915 2580 | 1279 1269 1282 1282
