431 562 | 268 298 296 296
406 562 | 266 267 279 279
407 562 | 276 275 263 263
406 562 | 273 273 266 266
407 562 | 277 262 275 275
397 530 | 269 252 273 273
406 530 | 273 277 262 262
389 530 | 251 256 271 271
400 530 | 271 258 271 271
426 530 | 261 291 300 300
373 522 | 263 244 239 239
387 522 | 273 244 257 257
405 522 | 273 253 284 284
394 522 | 287 251 250 250
411 522 | 259 265 298 298
747 996 | 486 500 508 508
743 983 | 500 494 492 492
714 944 | 494 468 466 466
695 912 | 444 476 470 470
732 996 | 483 503 478 478
692 915 | 438 482 464 464
690 930 | 458 463 459 459
750 1014 | 501 488 511 511
750 1008 | 501 493 506 506
747 983 | 496 493 505 505
683 912 | 464 434 468 468
705 944 | 457 473 480 480
744 996 | 490 493 505 505
690 930 | 472 453 455 455
686 915 | 462 459 451 451
755 1014 | 499 483 528 528
762 1008 | 520 496 508 508
735 983 | 489 477 504 504
673 912 | 452 443 451 451
683 944 | 466 448 452 452
737 996 | 498 498 478 478
700 930 | 473 473 454 454
668 915 | 451 455 430 430
766 1008 | 509 516 507 507
762 1014 | 507 500 517 517
762 983 | 529 498 497 497
659 912 | 427 450 441 441
718 944 | 496 472 468 468
683 930 | 458 444 464 464
734 996 | 493 475 500 500
680 915 | 447 454 459 459
756 1008 | 492 500 520 520
775 1014 | 537 511 502 502
732 983 | 485 476 503 503
655 912 | 436 444 430 430
671 930 | 454 462 426 426
719 944 | 487 470 481 481
698 915 | 470 449 477 477
736 996 | 488 498 486 486
735 1008 | 503 493 474 474
778 1014 | 531 514 511 511
675 912 | 439 457 454 454
699 944 | 457 481 460 460
682 915 | 447 481 436 436
711 930 | 461 486 475 475
