1789 200000 | 1217 909 1452 1452
1839 200000 | 1236 940 1502 1502
1898 200000 | 1264 975 1557 1557
1840 200000 | 1202 979 1499 1499
1905 200000 | 1253 999 1558 1558
1889 200000 | 1281 944 1553 1553
1876 200000 | 1295 937 1520 1520
1930 200000 | 1317 971 1572 1572
1843 200000 | 1244 956 1486 1486
1850 200000 | 1263 929 1508 1508
1877 200000 | 1276 974 1504 1504
1907 200000 | 1281 1011 1522 1522
1778 200000 | 1212 913 1431 1431
1875 200000 | 1235 960 1555 1555
1910 200000 | 1285 955 1580 1580
1871 200000 | 1258 1000 1484 1484
1850 200000 | 1242 969 1489 1489
1861 200000 | 1246 985 1491 1491
1924 200000 | 1247 985 1616 1616
1861 200000 | 1226 970 1526 1526
1839 200000 | 1241 926 1511 1511
1831 200000 | 1218 959 1485 1485
1891 200000 | 1290 956 1536 1536
1894 200000 | 1267 978 1543 1543
1928 200000 | 1299 974 1583 1583
1845 200000 | 1231 967 1492 1492
1943 200000 | 1330 980 1576 1576
