1933 200000 | 1106 1202 1558 1558
1833 200000 | 1036 1153 1477 1477
1874 200000 | 1039 1208 1501 1501
1883 200000 | 1096 1194 1476 1476
1940 200000 | 1082 1233 1565 1565
1843 200000 | 1039 1141 1506 1506
1831 200000 | 1007 1183 1472 1472
1809 200000 | 1019 1139 1460 1460
1877 200000 | 1042 1208 1504 1504
1940 200000 | 1127 1215 1538 1538
1865 200000 | 983 1253 1494 1494
1880 200000 | 1057 1190 1513 1513
1896 200000 | 1077 1172 1543 1543
1976 200000 | 1142 1226 1584 1584
1910 200000 | 1057 1216 1547 1547
1884 200000 | 1098 1181 1489 1489
1774 200000 | 1010 1099 1439 1439
1848 200000 | 1069 1155 1472 1472
1952 200000 | 1124 1225 1555 1555
1864 200000 | 1075 1169 1484 1484
1839 200000 | 1025 1148 1505 1505
1852 200000 | 1027 1214 1463 1463
1853 200000 | 1051 1171 1484 1484
1869 200000 | 1087 1186 1465 1465
1879 200000 | 1073 1192 1493 1493
1858 200000 | 1033 1185 1498 1498
1949 200000 | 1076 1235 1587 1587
