489 643 | 334 324 320 320
469 643 | 290 327 321 321
480 643 | 321 327 312 312
495 643 | 323 340 327 327
495 643 | 313 322 355 355
495 660 | 328 339 323 323
505 660 | 346 330 334 334
499 660 | 325 341 332 332
515 660 | 339 346 345 345
477 660 | 310 337 307 307
535 708 | 358 358 354 354
531 708 | 343 358 361 361
547 708 | 329 387 378 378
526 708 | 357 351 344 344
526 708 | 358 347 347 347
949 1279 | 655 634 609 609
955 1248 | 618 625 667 667
892 1208 | 592 601 591 591
945 1260 | 597 649 644 644
959 1280 | 641 630 647 647
979 1288 | 637 653 668 668
984 1291 | 633 683 652 652
966 1279 | 660 657 615 615
912 1232 | 607 620 597 597
946 1248 | 632 626 634 634
915 1208 | 623 597 610 610
932 1260 | 618 614 632 632
952 1280 | 625 635 644 644
1004 1288 | 663 680 665 665
990 1291 | 645 668 667 667
915 1232 | 612 607 611 611
968 1279 | 665 642 629 629
919 1248 | 603 625 610 610
923 1208 | 604 636 606 606
920 1260 | 609 613 618 618
967 1280 | 666 614 654 654
939 1288 | 650 619 609 609
965 1291 | 621 674 635 635
919 1232 | 602 627 609 609
937 1279 | 621 635 618 618
950 1248 | 619 630 651 651
889 1208 | 591 595 592 592
940 1260 | 618 649 613 613
984 1280 | 644 669 655 655
984 1288 | 641 686 641 641
1000 1291 | 689 660 651 651
926 1232 | 603 636 613 613
958 1279 | 629 626 661 661
940 1248 | 639 630 611 611
917 1208 | 624 598 612 612
936 1260 | 621 624 627 627
945 1280 | 632 631 627 627
967 1288 | 630 659 645 645
922 1232 | 632 618 594 594
969 1291 | 628 659 651 651
942 1248 | 608 642 634 634
915 1208 | 588 608 634 634
