41346 200000 | 29492 27337 25863 25863
41524 200000 | 29695 27529 25824 25824
41512 200000 | 29765 27361 25898 25898
41185 200000 | 29355 27490 25525 25525
41295 200000 | 29533 27373 25684 25684
41434 200000 | 29749 27359 25760 25760
41420 200000 | 29578 27545 25717 25717
41226 200000 | 29483 27354 25615 25615
41679 200000 | 29856 27664 25838 25838
40993 200000 | 29336 27328 25322 25322
41119 200000 | 29279 27277 25682 25682
41457 200000 | 29595 27441 25878 25878
41546 200000 | 29778 27474 25840 25840
