3166 200000 | 1466 2939 1927 1927
3188 200000 | 1440 2972 1964 1964
3266 200000 | 1483 3039 2010 2010
3181 200000 | 1471 2955 1936 1936
3141 200000 | 1451 2909 1922 1922
3192 200000 | 1428 2986 1970 1970
3199 200000 | 1498 2976 1924 1924
3229 200000 | 1447 3022 1989 1989
3201 200000 | 1428 2966 2008 2008
3272 200000 | 1523 3041 1980 1980
3129 200000 | 1410 2918 1930 1930
3179 200000 | 1467 2944 1947 1947
3221 200000 | 1464 3020 1958 1958
3147 200000 | 1451 2896 1947 1947
3059 200000 | 1435 2844 1839 1839
3193 200000 | 1472 2975 1939 1939
