2927 200000 | 2138 2213 1503 1503
2818 200000 | 2078 2076 1482 1482
2906 200000 | 2159 2165 1488 1488
2789 200000 | 2047 2098 1433 1433
2805 200000 | 2060 2124 1426 1426
2830 200000 | 2121 2120 1419 1419
2810 200000 | 2087 2085 1448 1448
2804 200000 | 2105 2113 1390 1390
2776 200000 | 1997 2123 1432 1432
2935 200000 | 2165 2208 1497 1497
2887 200000 | 2164 2146 1464 1464
2806 200000 | 2053 2118 1441 1441
2771 200000 | 2054 2058 1430 1430
2879 200000 | 2116 2172 1470 1470
2815 200000 | 2075 2107 1448 1448
2858 200000 | 2137 2145 1434 1434
2843 200000 | 2060 2135 1491 1491
2799 200000 | 2035 2081 1482 1482
