22952 200000 | 20026 18679 7199 7199
23004 200000 | 20109 18811 7088 7088
22725 200000 | 19795 18592 7063 7063
22729 200000 | 19716 18545 7197 7197
22791 200000 | 19906 18717 6959 6959
22873 200000 | 19971 18616 7159 7159
22643 200000 | 19790 18497 6999 6999
22841 200000 | 19955 18626 7101 7101
22924 200000 | 19987 18700 7161 7161
23035 200000 | 20152 18780 7138 7138
22878 200000 | 19949 18636 7171 7171
22803 200000 | 19874 18670 7062 7062
22820 200000 | 19946 18706 6988 6988
22702 200000 | 19842 18545 7017 7017
22821 200000 | 19788 18669 7185 7185
22963 200000 | 20065 18706 7155 7155
23100 200000 | 20109 18966 7125 7125
22920 200000 | 20085 18635 7120 7120
22497 200000 | 19562 18325 7107 7107
22767 200000 | 19823 18640 7071 7071
22748 200000 | 19750 18507 7239 7239
22682 200000 | 19863 18435 7066 7066
