1822 105959 | 1709 390 1545 1545
1717 105959 | 1599 388 1447 1447
1781 105959 | 1649 417 1496 1496
1891 105959 | 1760 422 1600 1600
1761 105959 | 1640 366 1516 1516
1758 105959 | 1638 393 1485 1485
1998 115595 | 1854 442 1700 1700
2026 115595 | 1875 459 1718 1718
1947 115595 | 1798 434 1662 1662
1951 115595 | 1804 445 1653 1653
2040 115595 | 1881 470 1729 1729
1928 115595 | 1771 449 1636 1636
3448 200000 | 3165 799 2932 2932
3391 200000 | 3144 776 2862 2862
3430 200000 | 3177 738 2945 2945
3464 200000 | 3196 777 2955 2955
3316 200000 | 3067 749 2816 2816
3349 200000 | 3069 745 2884 2884
3407 200000 | 3119 817 2878 2878
3408 200000 | 3164 754 2898 2898
3418 200000 | 3188 766 2882 2882
