26670 35561 | 17898 17869 17573 17573
26769 35561 | 17857 17800 17881 17881
26576 35561 | 17634 17782 17736 17736
26676 35561 | 17925 17608 17819 17819
26695 35561 | 17749 17840 17801 17801
22048 29340 | 14713 14661 14722 14722
22066 29340 | 14840 14621 14671 14671
22008 29340 | 14616 14762 14638 14638
21963 29340 | 14635 14590 14701 14701
21917 29340 | 14620 14629 14585 14585
21906 29340 | 14540 14474 14798 14798
46750 62588 | 31187 31080 31233 31233
47030 62588 | 31436 31370 31254 31254
47044 62588 | 31336 31441 31311 31311
47055 62588 | 31135 31490 31485 31485
47072 62588 | 31389 31455 31300 31300
