56 77 | 30 40 42 42
59 77 | 43 41 34 34
59 77 | 36 48 35 34
59 77 | 33 39 46 46
64 76 | 47 38 43 43
57 76 | 35 41 38 38
57 76 | 41 33 40 40
53 76 | 37 36 33 33
333 457 | 217 218 231 231
327 457 | 220 220 214 214
337 457 | 225 211 238 238
336 457 | 220 229 224 223
349 457 | 245 229 223 224
339 461 | 225 221 231 232
342 461 | 226 229 229 229
346 461 | 227 223 242 242
329 461 | 208 221 228 229
332 461 | 220 211 232 233
337 457 | 233 213 229 228
340 457 | 218 217 247 245
325 457 | 217 213 217 220
344 457 | 213 229 246 246
328 457 | 232 206 218 218
351 460 | 204 240 256 258
327 460 | 221 211 223 222
335 460 | 224 212 234 234
325 460 | 194 232 225 224
341 460 | 227 226 229 229
317 452 | 209 214 211 211
322 452 | 202 229 212 213
332 452 | 216 215 233 233
337 452 | 224 207 243 243
325 452 | 218 228 203 204
