39 61 | 24 25 29 29
47 61 | 26 33 35 35
40 61 | 30 21 29 29
47 61 | 24 35 35 35
44 61 | 27 26 35 35
40 61 | 28 22 30 30
45 61 | 32 27 31 31
41 61 | 24 28 30 30
42 58 | 27 21 36 36
43 58 | 25 26 35 35
40 58 | 27 24 29 29
36 58 | 24 24 24 24
394 602 | 251 262 275 275
411 602 | 274 247 301 301
421 602 | 268 268 305 306
417 602 | 288 247 299 299
421 602 | 273 268 301 301
445 603 | 293 274 322 323
416 603 | 289 267 276 276
401 603 | 252 248 302 302
434 603 | 271 276 323 321
413 603 | 257 268 301 301
417 606 | 266 256 311 312
437 606 | 283 276 315 315
418 606 | 268 276 291 292
392 606 | 244 255 285 285
402 606 | 257 262 285 285
421 602 | 277 254 311 311
437 602 | 287 285 302 302
415 602 | 250 279 301 301
417 602 | 281 261 291 292
395 602 | 252 260 277 278
415 596 | 268 257 306 305
427 596 | 273 282 299 299
423 596 | 272 267 306 307
411 596 | 254 277 291 291
429 596 | 282 279 297 297
235 356 | 155 157 158 158
244 356 | 150 161 176 177
241 356 | 157 156 169 169
241 356 | 156 153 173 173
224 341 | 161 134 153 153
225 341 | 153 148 149 149
225 341 | 142 153 155 155
227 341 | 152 142 161 160
448 627 | 293 289 314 314
452 627 | 287 294 322 323
437 627 | 281 286 306 307
415 627 | 255 273 302 302
417 627 | 272 267 295 295
418 603 | 268 251 317 317
429 603 | 286 269 303 303
391 603 | 244 261 277 277
399 603 | 255 276 267 267
424 603 | 277 261 311 310
429 618 | 279 274 304 305
457 618 | 272 306 336 336
433 618 | 271 283 312 312
438 618 | 281 285 310 310
433 618 | 300 273 293 293
