50 72 | 35 33 32 32
47 72 | 35 27 32 32
51 72 | 34 38 30 30
54 72 | 38 38 32 32
52 73 | 31 36 37 37
55 73 | 32 42 36 36
62 73 | 39 35 49 50
61 73 | 39 43 40 40
324 442 | 217 215 216 216
333 442 | 210 236 220 220
322 442 | 206 235 202 203
296 442 | 199 190 205 203
321 442 | 218 205 219 219
345 450 | 241 225 225 224
339 450 | 239 223 217 216
341 450 | 244 215 224 223
317 450 | 218 205 212 211
337 450 | 225 232 217 217
324 449 | 219 201 228 228
331 449 | 206 216 240 240
345 449 | 249 223 218 218
332 449 | 216 224 226 224
345 449 | 246 217 226 227
349 447 | 234 241 225 223
323 447 | 200 224 221 222
342 447 | 227 224 233 233
328 447 | 221 222 213 213
335 447 | 219 205 247 246
343 458 | 229 223 231 234
330 458 | 214 224 223 222
327 458 | 223 214 217 217
342 458 | 218 235 232 231
326 458 | 223 228 202 201
