34 64 | 15 22 30 31
28 64 | 16 16 24 24
22 64 | 13 12 19 19
35 64 | 23 15 32 32
35 63 | 20 21 29 29
25 63 | 17 12 21 21
30 63 | 12 21 27 27
23 63 | 13 15 18 18
28 63 | 16 20 20 20
27 63 | 15 17 22 22
16 63 | 7 10 15 15
29 63 | 16 15 27 27
302 629 | 164 182 258 258
295 629 | 172 173 246 245
288 629 | 172 157 247 247
289 629 | 165 167 246 246
276 629 | 154 177 221 221
301 641 | 182 170 250 250
279 641 | 172 154 232 232
286 641 | 159 172 241 241
308 641 | 174 184 258 258
310 641 | 182 182 256 256
280 657 | 167 150 244 243
300 657 | 159 181 260 260
316 657 | 179 184 270 269
323 657 | 185 203 258 258
300 657 | 178 176 246 246
282 635 | 171 164 229 229
282 635 | 164 159 240 241
297 635 | 184 165 245 245
284 635 | 166 158 244 244
267 635 | 157 154 223 223
26 48 | 12 15 25 25
20 48 | 10 12 18 18
23 48 | 15 12 19 19
28 48 | 16 17 23 23
275 635 | 147 168 235 235
310 635 | 177 187 256 256
297 635 | 167 166 261 261
167 374 | 94 97 143 143
186 374 | 120 98 154 154
188 374 | 114 102 160 160
165 374 | 100 99 131 131
292 630 | 164 175 245 245
261 630 | 149 144 229 229
274 630 | 150 165 233 233
284 630 | 154 170 245 244
303 630 | 163 187 256 256
265 628 | 150 163 217 217
303 628 | 173 174 259 259
302 628 | 163 178 263 263
291 628 | 156 173 253 253
284 628 | 173 156 239 239
296 632 | 172 162 257 258
315 632 | 173 177 280 280
287 632 | 153 172 249 249
283 632 | 157 166 243 243
287 632 | 157 173 244 244
