137 679 | 71 76 127 127
149 679 | 72 86 140 140
150 679 | 81 83 136 136
163 679 | 73 98 155 155
147 679 | 90 71 133 133
142 616 | 84 68 132 132
133 616 | 76 67 123 123
140 616 | 74 77 129 129
143 616 | 73 74 139 139
150 616 | 75 82 143 143
162 664 | 93 85 146 146
134 664 | 62 84 122 122
159 664 | 76 93 149 149
162 664 | 84 87 153 153
150 664 | 84 76 140 140
136 647 | 58 88 126 126
140 647 | 72 77 131 131
163 650 | 74 94 158 158
137 650 | 71 77 126 126
151 650 | 93 66 143 143
153 650 | 81 83 142 142
130 650 | 61 77 122 122
153 640 | 71 91 144 144
146 657 | 79 78 135 135
161 657 | 88 84 150 150
150 657 | 84 77 139 139
164 657 | 88 90 150 150
143 657 | 82 69 135 135
136 653 | 82 62 128 128
142 645 | 73 79 132 132
135 653 | 70 77 123 123
137 645 | 81 68 125 125
139 653 | 79 69 130 130
154 645 | 85 82 141 141
135 653 | 62 80 128 128
140 645 | 79 68 133 133
141 653 | 84 60 138 138
152 645 | 80 79 145 145
149 684 | 86 69 143 143
137 684 | 80 69 125 125
142 684 | 74 76 134 134
139 684 | 82 67 129 129
123 684 | 63 74 109 109
159 661 | 93 75 150 150
157 661 | 71 92 151 151
140 661 | 72 84 124 124
160 661 | 85 88 147 147
149 661 | 87 71 140 140
