52 78 | 26 37 41 41
57 78 | 33 37 44 44
56 78 | 37 34 42 41
55 78 | 29 34 47 47
48 74 | 32 33 31 31
42 74 | 21 30 33 33
307 450 | 186 206 223 222
302 450 | 171 210 224 223
277 450 | 162 184 209 208
289 450 | 172 198 210 208
300 450 | 172 203 225 225
312 467 | 168 217 238 239
307 467 | 178 197 238 239
314 467 | 183 220 223 225
312 467 | 201 191 232 232
307 467 | 205 185 224 224
313 473 | 199 201 225 226
314 473 | 197 214 218 217
320 473 | 188 210 243 242
294 473 | 181 188 219 219
319 473 | 194 210 234 234
