36 58 | 28 20 24 24
40 58 | 27 28 26 25
39 58 | 21 24 33 33
44 58 | 30 23 35 35
47 62 | 30 29 35 35
41 62 | 35 19 28 28
43 62 | 27 24 35 35
42 62 | 33 26 25 25
427 598 | 266 274 314 314
418 598 | 264 265 307 307
428 598 | 251 294 311 311
408 598 | 268 257 290 291
426 598 | 276 268 308 308
393 598 | 267 253 266 266
433 598 | 268 297 301 301
425 598 | 283 270 297 297
410 598 | 264 258 298 298
421 598 | 273 273 296 296
415 590 | 282 266 281 282
415 590 | 272 260 298 298
411 590 | 260 265 296 297
412 590 | 274 259 292 291
429 590 | 286 263 309 309
416 594 | 264 281 287 287
427 594 | 292 275 287 287
405 594 | 247 277 286 286
420 594 | 285 277 278 278
409 594 | 284 244 290 290
414 588 | 257 284 287 287
414 588 | 283 254 292 291
399 588 | 260 271 267 267
413 588 | 270 270 287 286
403 588 | 254 264 288 288
393 594 | 254 255 277 277
422 594 | 271 276 296 297
390 594 | 258 249 274 273
413 594 | 264 265 297 297
321 426 | 209 211 222 222
302 426 | 196 194 214 214
289 426 | 186 190 203 202
298 426 | 189 209 198 198
292 426 | 199 183 201 202
239 339 | 166 145 167 167
232 339 | 158 144 161 162
230 339 | 145 140 175 175
244 339 | 159 158 171 171
430 610 | 276 261 323 323
416 610 | 276 257 299 299
444 610 | 291 278 318 319
413 610 | 240 294 292 292
409 610 | 251 267 300 300
386 597 | 239 253 280 280
410 597 | 261 279 280 280
413 597 | 272 272 281 282
406 597 | 273 238 301 301
454 597 | 315 274 319 319
423 602 | 284 266 296 296
414 602 | 268 264 296 296
426 602 | 266 290 296 296
428 602 | 284 279 293 293
427 602 | 261 279 314 314
