46 68 | 25 34 33 33
45 68 | 36 28 26 26
47 68 | 36 28 30 30
53 68 | 30 36 40 40
63 70 | 43 43 40 40
44 70 | 30 29 30 29
55 70 | 39 38 33 33
50 70 | 34 35 31 31
318 418 | 203 217 218 216
294 418 | 194 190 204 204
306 418 | 209 203 199 200
293 418 | 187 198 200 201
317 418 | 195 217 222 222
313 424 | 209 217 200 200
320 424 | 199 194 247 247
304 424 | 200 210 199 198
321 424 | 209 218 216 215
308 424 | 201 205 210 210
306 422 | 197 206 209 209
299 422 | 183 209 205 206
315 422 | 213 204 213 213
300 422 | 196 193 211 211
303 422 | 192 208 207 206
310 422 | 207 211 203 202
316 422 | 211 213 208 208
299 422 | 187 197 213 214
315 422 | 185 221 224 224
306 422 | 200 206 207 206
