53 72 | 36 34 36 36
46 72 | 26 37 29 29
50 72 | 34 35 31 31
52 72 | 33 40 31 31
51 71 | 35 35 32 32
46 71 | 27 39 26 26
54 71 | 34 35 39 39
47 71 | 35 29 30 30
297 438 | 189 198 207 207
313 438 | 208 197 221 221
308 438 | 207 226 182 183
330 438 | 212 212 236 236
305 438 | 203 198 209 209
328 441 | 216 220 220 220
340 441 | 228 210 243 242
317 441 | 204 212 218 218
328 441 | 217 223 216 216
309 441 | 190 219 208 209
319 430 | 215 220 205 203
306 430 | 188 208 217 216
315 430 | 204 205 220 221
309 430 | 193 216 209 209
303 430 | 212 188 204 206
