33 61 | 21 17 28 28
42 61 | 31 21 32 32
38 61 | 25 24 27 27
36 61 | 17 25 30 30
38 63 | 25 25 26 26
47 63 | 30 33 31 31
36 63 | 22 29 21 21
37 63 | 22 22 30 30
395 608 | 250 247 292 293
391 608 | 242 258 282 282
372 608 | 241 232 272 271
392 608 | 226 261 297 297
384 608 | 228 246 294 294
386 620 | 241 242 289 289
386 620 | 224 244 304 304
392 620 | 225 255 303 304
405 620 | 256 256 297 298
404 620 | 235 269 304 304
383 601 | 249 235 284 282
381 601 | 227 235 300 300
360 601 | 229 215 276 276
391 601 | 253 244 285 285
374 601 | 231 242 275 275
382 601 | 230 242 292 292
367 620 | 245 219 270 270
415 620 | 276 251 303 303
384 620 | 245 240 283 283
393 620 | 236 251 299 299
368 620 | 219 243 274 274
373 609 | 229 219 298 298
362 609 | 228 224 272 272
385 609 | 236 237 297 297
403 609 | 238 269 300 299
375 609 | 219 243 288 288
398 617 | 248 252 296 296
394 617 | 234 275 277 279
386 617 | 245 233 294 294
410 617 | 251 262 307 307
355 598 | 226 206 278 278
388 598 | 246 249 281 281
385 598 | 242 239 288 289
404 635 | 254 255 299 299
403 635 | 239 271 296 296
414 635 | 251 270 307 307
385 635 | 245 246 279 279
403 635 | 244 263 299 299
378 608 | 246 237 274 273
381 608 | 233 245 284 284
385 608 | 230 241 299 299
392 608 | 265 238 282 281
409 608 | 248 258 312 312
409 617 | 247 260 311 311
392 617 | 240 245 299 299
382 617 | 252 220 292 292
387 617 | 248 235 291 291
