102 684 | 54 51 99 99
91 684 | 44 48 90 90
102 684 | 59 49 96 96
89 684 | 46 45 87 87
87 684 | 42 48 84 84
96 665 | 48 49 95 95
99 665 | 46 55 97 97
90 665 | 51 43 86 86
86 665 | 41 47 84 84
74 665 | 34 42 72 72
82 651 | 41 44 79 79
90 651 | 55 38 87 87
83 651 | 38 48 80 80
90 651 | 42 50 88 88
67 651 | 32 37 65 65
82 669 | 51 38 75 75
81 669 | 41 42 79 79
85 669 | 49 38 83 83
96 669 | 51 46 95 95
93 669 | 51 44 91 91
75 653 | 45 31 74 74
78 653 | 39 45 72 72
84 653 | 44 42 82 82
90 653 | 31 59 90 90
82 653 | 41 41 82 82
91 659 | 49 45 88 88
81 659 | 43 41 78 78
92 659 | 42 54 88 88
82 659 | 46 40 78 78
90 659 | 40 52 88 88
75 644 | 47 31 72 72
90 644 | 47 48 85 85
73 644 | 40 34 72 72
73 644 | 41 38 67 67
77 644 | 39 41 74 74
91 663 | 45 51 86 86
87 663 | 40 51 83 83
94 664 | 50 47 91 91
91 663 | 41 55 86 86
81 664 | 50 31 81 81
105 663 | 51 57 102 102
77 664 | 40 39 75 75
80 663 | 35 48 77 77
79 664 | 43 40 75 75
79 664 | 43 41 74 74
75 664 | 43 38 69 69
