47 86 | 30 34 30 30
35 86 | 23 20 27 27
35 86 | 25 19 26 26
40 86 | 26 27 27 27
32 88 | 21 20 23 23
31 88 | 21 19 22 22
33 88 | 21 21 24 24
42 88 | 27 25 32 32
41 88 | 24 26 33 32
40 88 | 28 21 31 31
41 88 | 34 17 31 31
45 88 | 32 22 36 36
207 514 | 132 128 154 154
240 514 | 156 137 187 187
226 514 | 138 140 174 174
254 514 | 165 163 180 180
233 514 | 155 135 174 176
248 542 | 153 148 195 195
263 542 | 158 162 206 206
237 542 | 153 137 184 184
268 542 | 175 162 200 199
237 542 | 158 141 174 175
264 543 | 177 155 194 196
224 543 | 156 124 166 168
249 543 | 175 139 184 184
237 543 | 157 142 175 175
227 543 | 158 125 171 171
248 530 | 168 137 191 191
237 530 | 165 129 180 180
235 530 | 148 151 172 171
242 530 | 172 137 175 175
251 530 | 173 137 192 192
227 527 | 139 144 171 171
241 527 | 159 138 186 185
237 527 | 156 136 181 182
239 527 | 163 141 175 174
235 527 | 155 136 179 179
