16 66 | 7 10 15 15
13 66 | 7 6 13 13
23 66 | 14 10 22 22
21 66 | 11 12 19 19
15 64 | 6 10 14 14
15 64 | 7 11 12 12
19 64 | 10 11 17 17
13 64 | 8 7 11 11
14 66 | 6 12 10 10
175 656 | 89 97 164 164
157 656 | 91 80 143 143
163 656 | 85 91 151 150
153 656 | 78 93 135 135
151 656 | 80 83 139 139
163 645 | 93 89 144 144
178 645 | 102 90 164 164
184 645 | 101 101 166 166
176 645 | 92 98 162 162
172 645 | 95 94 155 155
191 650 | 110 97 175 175
151 650 | 81 80 141 141
151 650 | 69 90 143 143
158 650 | 88 79 149 149
166 650 | 89 89 154 154
181 655 | 98 96 168 168
171 655 | 93 95 154 154
161 655 | 84 87 151 151
157 655 | 84 82 148 148
171 655 | 92 90 160 160
163 632 | 98 82 147 146
144 632 | 68 83 137 137
155 632 | 79 84 147 147
157 632 | 79 94 140 141
168 632 | 96 88 152 152
157 656 | 94 76 144 144
156 653 | 76 94 142 142
165 653 | 86 83 161 161
161 653 | 83 93 146 146
14 51 | 8 8 12 12
14 51 | 7 9 12 12
14 51 | 10 6 12 12
11 51 | 5 6 11 11
13 51 | 7 7 12 12
15 51 | 8 7 15 15
10 51 | 7 3 10 10
8 51 | 4 5 7 7
5 51 | 2 3 5 5
14 51 | 7 8 13 13
9 51 | 6 3 9 9
13 51 | 7 6 13 13
9 51 | 5 5 8 8
13 51 | 7 8 11 11
14 51 | 6 9 13 13
7 51 | 2 6 6 6
17 51 | 12 8 14 14
11 51 | 7 7 8 8
18 51 | 10 8 18 18
12 51 | 7 5 12 12
8 51 | 4 5 7 7
11 51 | 5 7 10 10
16 51 | 10 8 14 14
14 51 | 9 7 12 12
13 51 | 9 6 11 11
15 51 | 4 11 15 15
12 51 | 6 7 11 11
7 51 | 4 3 7 7
10 51 | 5 6 9 9
11 51 | 6 7 9 9
12 51 | 5 8 11 11
18 51 | 13 5 18 18
13 51 | 8 6 12 12
173 669 | 84 97 165 165
170 669 | 90 87 163 163
181 669 | 95 99 168 168
184 669 | 97 99 172 172
178 669 | 96 96 164 164
171 645 | 103 79 160 160
172 645 | 96 91 157 157
163 645 | 84 92 150 150
155 645 | 87 79 143 144
165 645 | 92 85 153 153
144 600 | 86 68 134 134
155 600 | 83 79 147 148
149 600 | 71 90 137 137
173 654 | 98 89 159 159
167 666 | 96 87 151 151
192 654 | 105 94 185 185
158 666 | 79 92 145 145
166 654 | 84 92 156 156
194 666 | 112 88 188 188
177 654 | 101 87 166 166
178 666 | 92 101 163 163
169 654 | 85 99 154 154
157 666 | 74 94 146 146
146 617 | 66 89 137 137
168 617 | 95 84 157 157
156 617 | 75 91 146 146
166 617 | 89 87 156 156
145 617 | 72 83 135 135
147 617 | 72 83 139 139
