39 63 | 27 22 29 29
34 63 | 25 15 28 28
39 63 | 26 24 28 28
38 63 | 25 22 29 29
31 61 | 20 17 25 25
33 61 | 18 20 28 28
28 61 | 17 18 21 21
34 61 | 18 21 29 29
31 61 | 17 17 28 28
29 61 | 18 17 23 23
39 61 | 23 24 31 31
39 61 | 29 16 33 33
361 629 | 212 230 280 280
356 629 | 220 211 281 281
353 629 | 215 217 274 274
350 629 | 196 221 283 283
343 629 | 208 210 269 268
379 637 | 223 237 298 298
345 637 | 220 196 275 274
346 637 | 207 208 277 277
350 637 | 207 202 291 291
370 637 | 210 238 292 292
363 629 | 220 227 279 279
362 629 | 228 213 283 283
364 629 | 224 213 291 291
370 629 | 199 244 297 297
346 629 | 225 205 262 262
326 622 | 190 214 249 248
347 622 | 202 209 283 283
344 622 | 213 200 275 275
325 622 | 192 193 265 265
338 622 | 209 200 268 267
348 616 | 197 205 294 294
346 616 | 213 209 271 270
335 616 | 208 190 272 272
361 616 | 226 219 278 277
209 365 | 112 134 172 172
203 365 | 120 127 159 159
199 365 | 120 122 156 156
211 365 | 140 121 161 161
216 372 | 136 126 170 170
215 372 | 134 119 176 177
206 372 | 131 125 156 156
208 372 | 131 115 170 170
204 372 | 122 120 166 166
339 623 | 201 216 261 261
346 623 | 205 220 267 267
337 623 | 203 188 283 283
354 623 | 226 190 292 292
348 623 | 215 205 276 276
344 640 | 204 221 263 263
347 640 | 210 218 266 266
355 640 | 209 218 284 283
378 640 | 234 227 295 295
348 640 | 214 200 282 282
347 615 | 202 202 290 290
312 615 | 181 199 244 244
348 615 | 188 219 289 289
345 615 | 203 206 281 281
343 615 | 204 211 271 271
