30 64 | 17 20 23 23
31 64 | 20 21 21 21
36 64 | 23 20 29 29
25 64 | 11 16 23 23
30 62 | 21 20 19 19
35 62 | 22 19 29 29
29 62 | 16 18 24 24
30 62 | 22 12 26 26
26 66 | 16 14 22 22
29 66 | 16 18 24 24
36 66 | 16 25 31 31
33 66 | 20 19 27 27
320 614 | 191 181 268 268
308 623 | 171 188 257 257
307 614 | 194 161 259 259
325 614 | 181 201 268 268
308 614 | 191 177 248 248
294 614 | 174 178 236 236
363 643 | 218 208 300 300
328 643 | 191 188 278 277
328 643 | 179 197 280 280
329 643 | 185 195 278 278
314 643 | 180 181 267 267
343 654 | 202 199 285 285
319 654 | 197 189 253 252
329 654 | 200 193 265 265
341 654 | 192 207 283 283
316 654 | 183 186 263 263
316 635 | 186 191 256 255
334 635 | 189 208 271 271
331 635 | 202 194 266 266
320 635 | 191 180 269 269
318 635 | 211 174 252 251
311 619 | 188 171 263 263
316 619 | 191 179 262 262
321 619 | 194 186 262 262
330 619 | 207 186 268 267
314 619 | 196 175 257 257
353 624 | 206 210 290 290
332 624 | 200 201 264 263
326 624 | 202 189 261 261
175 354 | 106 104 140 140
183 354 | 105 111 150 150
184 354 | 116 107 145 145
187 354 | 109 103 162 162
189 354 | 108 115 155 155
330 618 | 205 177 278 278
323 618 | 175 207 264 264
311 618 | 174 201 247 247
301 618 | 178 171 253 253
319 649 | 187 183 268 268
333 649 | 190 196 280 280
346 649 | 197 215 279 280
346 649 | 205 200 287 287
333 649 | 188 209 269 269
326 646 | 184 190 278 278
338 646 | 198 202 276 276
311 646 | 207 171 244 244
319 646 | 182 188 268 268
305 646 | 202 155 253 253
311 610 | 177 187 258 258
313 610 | 197 169 260 260
303 610 | 178 184 244 244
308 610 | 184 185 247 247
