39 90 | 19 23 36 36
28 89 | 11 21 24 24
34 90 | 17 22 29 29
30 89 | 14 21 25 25
29 90 | 20 12 26 26
36 89 | 23 20 29 29
33 90 | 19 18 29 29
39 89 | 20 25 33 33
202 515 | 106 136 161 162
184 515 | 89 115 164 164
185 515 | 86 126 158 158
177 515 | 87 112 155 155
183 515 | 89 118 161 159
198 539 | 111 120 165 165
200 539 | 104 125 170 171
202 539 | 94 130 180 180
203 539 | 104 130 172 172
160 539 | 78 106 136 136
196 548 | 96 123 173 173
193 548 | 105 111 169 170
213 548 | 110 136 180 180
195 548 | 90 131 170 169
197 548 | 93 129 173 172
