38 84 | 25 23 28 28
43 84 | 20 31 35 35
44 84 | 27 25 36 36
49 84 | 22 34 42 42
41 83 | 23 23 36 36
45 83 | 19 33 38 38
31 83 | 15 23 24 24
39 83 | 20 26 32 32
246 493 | 122 175 195 195
247 493 | 140 154 201 200
271 493 | 154 167 221 221
251 493 | 134 160 209 208
257 493 | 140 176 198 198
262 493 | 143 171 208 210
242 493 | 130 165 189 189
274 493 | 146 182 220 220
251 493 | 135 165 203 202
253 493 | 137 172 199 197
256 510 | 142 170 200 200
271 510 | 136 186 220 220
258 510 | 151 162 206 203
245 510 | 132 162 196 196
256 510 | 125 186 201 201
