44 62 | 26 28 34 34
44 62 | 29 29 30 30
35 62 | 23 21 26 26
40 62 | 26 23 31 31
35 60 | 24 20 26 26
35 60 | 25 19 26 26
38 60 | 25 25 26 26
29 60 | 16 20 22 22
35 64 | 21 24 25 25
39 64 | 20 27 31 31
38 64 | 26 21 29 29
34 64 | 21 19 28 28
377 609 | 218 237 299 299
359 609 | 222 221 275 275
375 609 | 234 230 286 286
377 609 | 228 230 296 296
373 609 | 226 228 292 292
364 612 | 220 233 275 275
395 612 | 254 229 307 307
372 612 | 227 229 288 288
367 612 | 223 219 292 292
381 612 | 238 228 296 296
355 613 | 230 206 274 274
345 613 | 235 185 271 270
368 613 | 219 231 286 286
385 613 | 228 239 302 303
360 613 | 226 222 272 272
366 613 | 210 241 281 281
355 613 | 212 229 269 269
372 613 | 222 230 292 292
356 613 | 201 218 293 293
358 613 | 225 216 274 275
215 368 | 127 132 171 171
214 368 | 136 130 162 162
221 368 | 142 148 152 152
221 368 | 123 160 159 159
199 346 | 125 114 159 159
215 346 | 126 140 164 164
201 346 | 129 123 150 150
223 346 | 124 150 172 172
226 348 | 133 139 180 180
202 348 | 130 109 165 165
214 348 | 122 130 176 176
377 635 | 234 234 286 286
384 635 | 226 242 300 300
380 635 | 224 239 296 297
372 635 | 229 224 291 291
371 635 | 233 229 280 280
372 642 | 227 247 270 270
375 642 | 234 237 279 279
396 642 | 240 259 293 293
357 642 | 221 211 282 282
355 642 | 210 217 283 283
67 113 | 39 44 51 51
62 113 | 34 40 50 50
57 113 | 35 38 41 41
73 113 | 49 38 59 59
76 113 | 44 51 57 57
62 113 | 33 44 47 47
69 113 | 43 45 50 50
62 113 | 37 42 45 45
60 113 | 40 36 44 44
57 113 | 34 35 45 45
60 113 | 32 37 51 51
