47 63 | 34 31 28 29
40 63 | 24 25 31 31
46 63 | 34 26 32 32
46 63 | 30 31 31 31
288 390 | 174 203 201 199
301 390 | 204 196 202 202
301 390 | 199 203 198 200
292 390 | 186 205 192 193
278 390 | 186 180 188 190
312 404 | 204 213 209 207
312 404 | 201 221 202 202
305 404 | 188 209 214 213
288 404 | 192 198 187 186
302 404 | 184 209 211 211
288 384 | 191 172 213 213
276 384 | 185 187 180 180
294 384 | 196 197 195 195
306 384 | 211 208 192 193
277 384 | 174 194 184 186
278 388 | 181 182 193 193
270 388 | 181 186 173 173
291 388 | 178 201 203 203
299 388 | 187 207 203 204
299 388 | 209 197 192 192
