138 653 | 63 81 132 132
140 653 | 70 84 126 126
150 637 | 83 80 137 137
136 653 | 70 74 128 128
136 637 | 79 65 128 128
130 653 | 68 74 118 118
130 637 | 65 70 125 125
134 653 | 77 66 125 125
125 637 | 72 65 113 113
145 637 | 84 71 135 135
149 671 | 76 81 141 141
144 671 | 79 75 134 134
152 671 | 74 92 138 138
158 671 | 91 80 145 145
130 671 | 65 74 121 121
