51 81 | 30 38 34 34
45 81 | 25 27 37 38
46 81 | 23 31 38 38
41 81 | 24 29 29 29
39 81 | 21 29 28 28
41 81 | 22 26 34 34
41 81 | 25 31 26 26
49 81 | 30 34 34 34
301 496 | 169 204 227 229
291 496 | 154 189 239 239
284 496 | 149 201 218 218
271 496 | 149 181 214 212
303 496 | 172 193 241 241
266 480 | 144 178 210 210
270 480 | 155 175 210 210
279 480 | 152 178 229 228
268 480 | 142 195 200 199
275 480 | 157 172 221 221
279 488 | 163 186 209 209
296 488 | 159 199 234 234
300 488 | 157 207 235 236
290 488 | 158 208 213 214
310 488 | 163 215 241 242
