45 63 | 28 27 35 35
31 63 | 20 18 24 24
30 63 | 16 21 23 23
31 63 | 23 16 23 23
39 62 | 24 22 32 32
32 62 | 24 19 21 21
32 62 | 22 16 26 26
33 62 | 22 22 22 22
37 62 | 23 19 32 32
33 62 | 20 21 25 25
37 62 | 21 23 30 30
27 62 | 15 17 22 22
346 627 | 210 212 270 270
381 627 | 238 214 310 310
358 627 | 213 219 284 284
355 627 | 218 205 287 287
362 627 | 228 202 295 294
350 607 | 211 219 270 270
333 607 | 194 210 262 262
334 607 | 212 196 260 260
348 607 | 203 227 265 266
331 607 | 194 202 266 266
349 632 | 222 207 269 269
358 632 | 217 217 282 282
349 632 | 219 208 271 271
356 632 | 209 211 292 292
363 632 | 227 201 298 298
360 653 | 204 239 277 277
350 653 | 219 204 277 277
365 653 | 208 217 305 305
353 653 | 211 219 276 276
378 653 | 216 235 305 305
335 621 | 200 191 279 279
347 621 | 202 217 275 275
359 621 | 211 215 292 292
345 621 | 195 214 281 281
334 621 | 190 215 263 263
29 51 | 20 18 20 20
25 51 | 12 17 21 21
374 649 | 239 217 291 292
366 649 | 229 213 290 290
343 649 | 207 202 277 277
348 649 | 197 225 274 274
368 649 | 223 209 304 304
331 622 | 204 197 262 261
347 622 | 208 200 286 286
341 622 | 218 204 260 260
337 622 | 209 216 249 249
351 622 | 213 193 296 296
357 627 | 222 201 291 291
351 627 | 206 218 278 278
323 627 | 192 187 267 267
366 627 | 233 208 291 291
349 627 | 199 206 293 293
