45 61 | 23 31 36 36
40 61 | 26 30 24 24
40 61 | 25 20 35 35
35 61 | 22 19 29 29
39 62 | 25 25 28 28
37 62 | 20 25 29 29
40 62 | 26 23 31 31
37 62 | 22 22 30 30
38 61 | 19 27 30 30
42 61 | 36 16 32 32
43 61 | 31 25 30 30
35 61 | 23 22 25 25
406 631 | 243 252 317 317
391 631 | 234 255 292 293
398 631 | 262 233 302 301
383 631 | 226 236 303 304
403 631 | 247 250 307 309
381 606 | 233 242 287 287
398 606 | 249 264 283 283
407 606 | 256 244 314 314
376 606 | 230 240 281 282
373 606 | 219 251 277 276
421 623 | 258 248 336 336
392 623 | 239 240 305 305
400 623 | 281 223 296 296
398 623 | 233 248 315 315
406 623 | 263 234 315 315
392 610 | 265 233 286 286
404 610 | 245 255 308 308
380 610 | 227 239 294 294
392 610 | 235 256 293 293
398 610 | 254 237 305 305
399 608 | 245 255 298 298
380 608 | 236 239 285 285
373 608 | 235 237 274 274
406 608 | 269 247 296 296
388 608 | 227 258 291 291
396 615 | 250 247 295 295
359 615 | 226 229 262 263
394 615 | 246 236 306 306
371 615 | 246 222 274 274
394 615 | 232 262 294 294
362 599 | 221 230 272 273
383 599 | 222 234 310 310
370 599 | 212 243 285 285
227 352 | 141 132 181 181
231 352 | 144 140 178 178
232 352 | 143 140 181 181
236 352 | 150 151 171 171
236 352 | 139 156 177 177
419 636 | 275 245 319 318
399 636 | 257 239 302 302
399 636 | 247 241 310 310
400 636 | 252 255 293 293
405 636 | 262 260 288 288
404 626 | 258 240 310 310
386 626 | 234 253 286 285
388 626 | 239 234 303 303
404 626 | 260 240 308 308
413 626 | 268 248 310 310
361 602 | 208 242 272 272
387 602 | 234 251 289 289
389 602 | 231 229 319 318
392 602 | 253 250 281 281
375 602 | 231 237 282 282
