40 56 | 28 30 23 22
40 56 | 29 30 21 21
46 56 | 32 31 29 29
39 56 | 26 26 26 26
435 585 | 286 294 290 290
433 585 | 294 287 285 285
425 585 | 282 263 305 305
427 585 | 270 285 300 299
430 585 | 293 278 289 289
446 578 | 289 317 286 286
425 578 | 276 279 294 295
416 578 | 263 262 307 307
438 578 | 281 284 311 311
425 578 | 266 280 307 304
427 580 | 273 273 308 308
413 580 | 290 264 271 272
423 580 | 279 282 285 285
425 580 | 296 276 277 278
430 580 | 262 303 296 295
418 583 | 256 286 294 294
435 583 | 295 281 295 294
426 583 | 299 272 281 281
430 583 | 270 278 309 312
449 583 | 292 294 312 312
412 563 | 270 281 272 273
415 563 | 268 277 286 285
406 563 | 267 256 289 289
420 563 | 283 275 284 282
413 563 | 271 264 292 291
249 353 | 155 165 177 178
258 353 | 168 170 178 178
253 353 | 150 163 193 193
265 353 | 175 173 182 182
256 342 | 166 176 170 170
268 353 | 187 156 193 193
258 342 | 154 182 180 180
15 26 | 5 12 13 13
19 26 | 16 13 10 9
18 26 | 13 13 10 10
427 578 | 286 284 285 284
422 578 | 276 281 289 287
428 578 | 271 289 296 296
424 578 | 268 276 304 304
423 578 | 275 281 291 290
444 585 | 288 296 304 304
442 590 | 280 291 313 313
412 585 | 281 265 278 278
414 590 | 268 282 279 278
439 585 | 292 278 308 308
450 590 | 288 282 331 330
444 585 | 297 299 292 292
428 590 | 285 292 278 279
418 585 | 280 269 287 287
444 590 | 291 287 310 310
